backend,size,op,field,method,median_ms,p95_ms,cleanup_ms,seed_ms_dense,seed_ms_sparse
sqlite,1000,filter,date_sparse,legacyJsonb,0.3322915000012472,0.3501660000040374,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,filter,date_sparse,v2,0.1012090000074295,0.11399999999639476,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,text,legacy,1.264417000001572,1.29841599999736,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,text,legacyJsonb,0.23162499999784814,0.25237500000230284,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,text,v2,1.3566254999943794,1.4674589999970067,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,number,legacy,1.2890834999979006,1.4109580000081223,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,number,legacyJsonb,0.24631300000521605,0.4969169999924361,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,number,v2,1.3402704999947446,1.4069580000182214,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,option,legacy,1.272021000019663,1.389041999999563,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,option,legacyJsonb,0.24837549999290331,0.28241699999398406,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,option,v2,1.4992915000107132,1.59808399999406,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,date,legacy,1.2165629999998373,1.416707999993605,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,date,legacyJsonb,0.24066649999099354,0.2601670000217382,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,date,v2,1.323749500002691,1.392167000005884,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,date,indexed,0.004042000000481494,0.004749999988007403,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,text_sparse,legacy,1.3195205000045007,1.409125000009226,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,text_sparse,legacyJsonb,0.351874999992674,0.43383400000607253,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,text_sparse,v2,1.325771000011855,1.3619579999897269,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,number_sparse,legacy,1.3495210000087354,1.4505839999969794,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,number_sparse,legacyJsonb,0.33862499999770534,0.3923330000077385,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,number_sparse,v2,1.3454374999923857,1.3809999999807587,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,option_sparse,legacy,1.3539795000099275,1.4389170000015383,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,option_sparse,legacyJsonb,0.33975000000907585,0.3778330000159258,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,option_sparse,v2,1.4104170000024396,1.532499999996162,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,date_sparse,legacy,1.3251040000028524,1.4792919999990772,174854.219,85.19804099998396,113.79466599998977
sqlite,1000,sort,date_sparse,legacyJsonb,0.3483130000034862,0.3783749999968222,174854.219,85.19804099998396,113.79466599998977
